0.2,13.0,62.77,0.0,0.0,0.0
0.41,21.0,61.77,0.0,0.0,0.0
0.61,17.0,61.77,0.0,0.0,0.0
0.82,17.0,68.77,0.0,0.0,0.0
1.02,6.0,60.77,0.0,0.0,0.0
1.23,9.0,59.77,0.0,0.0,0.0
1.44,12.0,68.77,0.0,0.0,0.0
1.65,8.0,60.77,0.0,0.0,0.0
1.85,21.0,59.77,0.0,0.0,0.0
2.05,16.0,63.77,0.0,0.0,0.0
2.26,8.0,67.77,0.0,0.0,0.0
2.46,12.0,65.77,0.0,0.0,0.0
2.67,19.0,67.77,0.0,0.0,0.0
2.88,18.0,65.77,0.0,0.0,0.0
3.09,19.0,65.77,0.0,0.0,0.0
3.29,19.0,66.77,0.0,0.0,0.0
3.5,21.0,65.77,0.0,0.0,0.0
3.7,8.0,66.77,0.0,0.0,0.0
3.92,5.0,68.77,0.0,0.0,0.0
4.12,10.0,66.77,0.0,0.0,0.0
4.32,10.0,61.77,0.0,0.0,0.0
4.54,9.0,59.77,0.0,0.0,0.0
4.74,8.0,63.77,0.0,0.0,0.0
4.95,16.0,64.77,0.0,0.0,0.0
5.17,11.0,59.77,0.0,0.0,0.0
5.37,6.0,60.77,0.0,0.0,0.0
5.58,10.0,65.77,0.0,0.0,0.0
5.78,15.0,61.77,0.0,0.0,0.0
5.98,14.0,67.77,0.0,0.0,0.0
6.18,20.0,68.77,0.0,0.0,0.0
6.39,11.0,65.77,0.0,0.0,0.0
6.59,9.0,65.77,0.0,0.0,0.0
6.8,15.0,64.77,0.0,0.0,0.0
7.0,16.0,66.77,0.0,0.0,0.0
7.22,14.0,63.77,0.0,0.0,0.0
7.43,20.0,63.77,0.0,0.0,0.0
7.64,8.0,60.77,0.0,0.0,0.0
7.85,13.0,61.77,0.0,0.0,0.0
8.07,12.0,59.77,0.0,0.0,0.0
8.27,10.0,64.77,0.0,0.0,0.0
8.47,8.0,68.77,0.0,0.0,0.0
8.69,6.0,64.77,0.0,0.0,0.0
8.89,12.0,60.77,0.0,0.0,0.0
9.09,7.0,62.77,0.0,0.0,0.0
9.31,20.0,67.77,0.0,0.0,0.0
9.51,17.0,64.77,0.0,0.0,0.0
9.72,6.0,62.77,0.0,0.0,0.0
9.93,15.0,58.77,0.0,0.0,0.0
10.14,5.0,68.77,0.0,0.0,0.0
10.36,12.0,65.77,0.0,0.0,0.0
10.56,18.0,66.77,0.0,0.0,0.0
10.76,8.0,66.77,0.0,0.0,0.0
10.97,18.0,65.77,0.0,0.0,0.0
11.19,16.0,65.77,0.0,0.0,0.0
11.39,9.0,65.77,0.0,0.0,0.0
11.59,21.0,65.77,0.0,0.0,0.0
11.8,20.0,58.77,0.0,0.0,0.0
12.01,20.0,64.77,0.0,0.0,0.0
12.22,12.0,68.77,0.0,0.0,0.0
12.44,5.0,64.77,0.0,0.0,0.0
12.64,15.0,68.77,0.0,0.0,0.0
12.86,10.0,67.77,0.0,0.0,0.0
13.06,15.0,67.77,0.0,0.0,0.0
13.26,6.0,64.77,0.0,0.0,0.0
13.48,11.0,63.77,0.0,0.0,0.0
13.68,8.0,68.77,0.0,0.0,0.0
13.89,7.0,61.77,0.0,0.0,0.0
14.09,21.0,65.77,0.0,0.0,0.0
14.31,14.0,64.77,0.0,0.0,0.0
14.51,12.0,60.77,0.0,0.0,0.0
14.73,5.0,66.77,0.0,0.0,0.0
14.93,13.0,58.77,0.0,0.0,0.0
15.14,15.0,59.77,0.0,0.0,0.0
15.34,18.0,65.77,0.0,0.0,0.0
15.56,7.0,61.77,0.0,0.0,0.0
15.76,17.0,65.77,0.0,0.0,0.0
15.96,9.0,68.77,0.0,0.0,0.0
16.18,21.0,61.77,0.0,0.0,0.0
16.38,18.0,63.77,0.0,0.0,0.0
16.59,20.0,65.77,0.0,0.0,0.0
16.79,16.0,62.77,0.0,0.0,0.0
16.99,21.0,65.77,0.0,0.0,0.0
17.2,21.0,67.77,0.0,0.0,0.0
17.41,17.0,59.77,0.0,0.0,0.0
17.62,5.0,58.77,0.0,0.0,0.0
17.82,21.0,67.77,0.0,0.0,0.0
18.04,8.0,59.77,0.0,0.0,0.0
18.24,20.0,59.77,0.0,0.0,0.0
18.44,5.0,59.77,0.0,0.0,0.0
18.66,7.0,66.77,0.0,0.0,0.0
18.88,7.0,58.77,0.0,0.0,0.0
19.08,21.0,64.77,0.0,0.0,0.0
19.3,9.0,62.77,0.0,0.0,0.0
19.5,14.0,68.77,0.0,0.0,0.0
19.7,10.0,61.77,0.0,0.0,0.0
19.91,5.0,68.77,0.0,0.0,0.0
20.12,5.0,63.77,0.0,0.0,0.0
20.33,8.0,64.77,0.0,0.0,0.0
20.54,19.0,66.77,0.0,0.0,0.0
20.75,17.0,62.77,0.0,0.0,0.0
20.97,21.0,58.77,0.0,0.0,0.0
21.18,21.0,63.77,0.0,0.0,0.0
21.4,19.0,60.77,0.0,0.0,0.0
21.62,5.0,67.77,0.0,0.0,0.0
21.83,20.0,59.77,0.0,0.0,0.0
22.04,20.0,66.77,0.0,0.0,0.0
22.24,9.0,66.77,0.0,0.0,0.0
22.44,7.0,61.77,0.0,0.0,0.0
22.65,17.0,60.77,0.0,0.0,0.0
22.86,12.0,66.77,0.0,0.0,0.0
23.07,13.0,61.77,0.0,0.0,0.0
23.27,8.0,60.77,0.0,0.0,0.0
23.49,13.0,63.77,0.0,0.0,0.0
23.69,10.0,67.77,0.0,0.0,0.0
23.9,12.0,58.77,0.0,0.0,0.0
24.11,11.0,62.77,0.0,0.0,0.0
24.32,9.0,63.77,0.0,0.0,0.0
24.53,10.0,61.77,0.0,0.0,0.0
24.75,14.0,65.77,0.0,0.0,0.0
24.95,9.0,58.77,0.0,0.0,0.0
25.16,19.0,62.77,0.0,0.0,0.0
25.36,14.0,67.77,0.0,0.0,0.0
25.57,12.0,65.77,0.0,0.0,0.0
25.77,11.0,62.77,0.0,0.0,0.0
25.97,14.0,60.77,0.0,0.0,0.0
26.19,9.0,65.77,0.0,0.0,0.0
26.4,18.0,58.77,0.0,0.0,0.0
26.61,10.0,60.77,0.0,0.0,0.0
26.81,13.0,64.77,0.0,0.0,0.0
27.03,18.0,66.77,0.0,0.0,0.0
27.23,13.0,67.77,0.0,0.0,0.0
27.45,8.0,61.77,0.0,0.0,0.0
27.65,13.0,58.77,0.0,0.0,0.0
27.86,7.0,68.77,0.0,0.0,0.0
28.06,11.0,66.77,0.0,0.0,0.0
28.27,12.0,61.77,0.0,0.0,0.0
28.47,9.0,64.77,0.0,0.0,0.0
28.69,18.0,64.77,0.0,0.0,0.0
28.91,9.0,60.77,0.0,0.0,0.0
